pay_run_id,employee_id,pay_date,gross_pay,federal_tax_withheld,state_tax_withheld,social_security_withheld,medicare_withheld,futa_withheld,suta_withheld,k401_contribution,garnishment_deduction,net_pay,journal_posted,is_injected_error,error_type
PR004026,EMP0253,2026-06-07,2182.83,327.42,0.0,135.34,31.65,0.0,0.0,218.28,0.0,1470.14,True,False,none
PR004027,EMP0253,2026-06-14,2146.54,321.98,0.0,133.09,31.12,0.0,0.0,214.65,0.0,1445.7,True,False,none
PR004028,EMP0253,2026-06-21,2153.32,323.0,0.0,133.51,31.22,0.0,0.0,215.33,0.0,1450.26,True,False,none
PR004029,EMP0253,2026-06-28,2319.37,347.91,0.0,143.8,33.63,0.0,0.0,231.94,0.0,1562.09,True,False,none
PR004030,EMP0253,2026-07-05,2189.27,328.39,0.0,135.73,31.74,0.0,0.0,218.93,0.0,1474.48,True,False,none
PR004031,EMP0253,2026-07-12,2263.79,339.57,0.0,140.35,32.82,0.0,0.0,226.38,0.0,1524.67,True,False,none
PR004032,EMP0253,2026-07-19,2294.91,344.24,0.0,142.28,33.28,0.0,0.0,229.49,0.0,1545.62,True,False,none
PR004033,EMP0253,2026-07-26,2243.85,336.58,0.0,139.12,32.54,0.0,0.0,224.38,0.0,1511.23,True,False,none
PR004034,EMP0253,2026-08-02,2173.48,326.02,0.0,134.76,31.52,0.0,0.0,217.35,0.0,1463.83,True,False,none
PR004035,EMP0253,2026-08-09,2275.26,341.29,0.0,141.07,32.99,0.0,0.0,227.53,0.0,1532.38,True,False,none
PR004036,EMP0253,2026-08-16,2252.62,337.89,0.0,139.66,32.66,0.0,0.0,225.26,0.0,1517.15,True,False,none
PR004037,EMP0253,2026-08-23,2275.81,341.37,0.0,141.1,33.0,0.0,0.0,227.58,0.0,1532.76,True,False,none
PR004038,EMP0253,2026-08-30,2282.63,342.39,0.0,141.52,33.1,0.0,0.0,228.26,0.0,1537.36,True,False,none
PR004039,EMP0253,2026-09-06,2319.04,347.86,0.0,143.78,33.63,0.0,0.0,231.9,0.0,1561.87,True,False,none
PR004040,EMP0253,2026-09-13,2247.9,337.19,0.0,139.37,32.59,0.0,0.0,224.79,0.0,1513.96,True,False,none
PR004041,EMP0254,2026-04-05,2449.98,367.5,98.0,151.9,35.52,14.7,66.15,0.0,0.0,1797.06,True,False,none
PR004042,EMP0254,2026-04-19,2510.28,376.54,100.41,155.64,36.4,15.06,67.78,0.0,0.0,1841.29,True,False,none
PR004043,EMP0254,2026-05-03,2396.29,359.44,95.85,148.57,34.75,12.24,64.7,0.0,0.0,1757.68,True,False,none
PR004044,EMP0254,2026-05-17,2559.2,383.88,102.37,158.67,37.11,0.0,44.37,0.0,0.0,1877.17,True,False,none
PR004045,EMP0254,2026-05-31,2406.3,360.94,96.25,149.19,34.89,0.0,0.0,0.0,0.0,1765.03,True,False,none
PR004046,EMP0254,2026-06-14,2447.27,367.09,97.89,151.73,35.49,0.0,0.0,0.0,0.0,1795.07,True,False,none
PR004047,EMP0254,2026-06-28,2543.15,381.47,101.73,157.68,36.88,0.0,0.0,0.0,0.0,1865.39,True,False,none
PR004048,EMP0254,2026-07-12,2500.22,375.03,100.01,155.01,36.25,0.0,0.0,0.0,0.0,1833.92,True,False,none
PR004049,EMP0254,2026-07-26,2460.2,369.03,98.41,152.53,35.67,0.0,0.0,0.0,0.0,1804.56,True,False,none
PR004050,EMP0254,2026-08-09,2475.88,371.38,99.04,153.5,35.9,0.0,0.0,0.0,0.0,1816.06,True,False,none
PR004051,EMP0254,2026-08-23,2550.78,382.62,102.03,158.15,36.99,0.0,0.0,0.0,0.0,1870.99,True,False,none
PR004052,EMP0254,2026-09-06,2449.66,367.45,97.99,151.88,35.52,0.0,0.0,0.0,0.0,1796.82,True,False,none
PR004053,EMP0255,2026-04-05,2081.17,312.18,0.0,129.03,30.18,12.49,56.19,197.71,0.0,1412.07,True,False,none
PR004054,EMP0255,2026-04-19,1956.01,293.4,0.0,121.27,28.36,11.74,52.81,185.82,0.0,1327.16,True,False,none
PR004055,EMP0255,2026-05-03,2066.3,309.94,0.0,128.11,29.96,12.4,55.79,196.3,0.0,1401.99,True,False,none
PR004056,EMP0255,2026-05-17,2077.63,311.64,0.0,128.81,30.13,5.38,56.1,197.37,0.0,1409.68,True,False,none
PR004057,EMP0255,2026-05-31,1971.01,295.65,0.0,122.2,28.58,0.0,22.11,187.25,0.0,1337.33,True,False,none
PR004058,EMP0255,2026-06-14,2010.81,301.62,0.0,124.67,29.16,0.0,0.0,191.03,0.0,1364.33,True,False,none
PR004059,EMP0255,2026-06-28,1968.4,295.26,0.0,122.04,28.54,0.0,0.0,187.0,0.0,1335.56,True,False,none
PR004060,EMP0255,2026-07-12,2055.06,308.26,0.0,127.41,29.8,0.0,0.0,195.23,0.0,1394.36,True,False,none
PR004061,EMP0255,2026-07-26,2027.63,304.14,0.0,125.71,29.4,0.0,0.0,192.62,0.0,1375.76,True,False,none
PR004062,EMP0255,2026-08-09,2043.64,306.55,0.0,126.71,29.63,0.0,0.0,194.15,0.0,1386.6,True,False,none
PR004063,EMP0255,2026-08-23,1973.36,296.0,0.0,122.35,28.61,0.0,0.0,187.47,0.0,1338.93,True,False,none
PR004064,EMP0255,2026-09-06,1975.8,296.37,0.0,122.5,28.65,0.0,0.0,187.7,0.0,1340.58,True,False,none
PR004065,EMP0256,2026-03-31,4995.25,749.29,299.71,309.71,72.43,29.97,134.87,0.0,0.0,3564.11,True,False,none
PR004066,EMP0256,2026-04-15,5110.45,766.57,306.63,316.85,74.1,12.03,108.13,0.0,0.0,3646.3,True,False,none
PR004067,EMP0256,2026-04-30,5208.03,781.2,312.48,322.9,75.52,0.0,0.0,0.0,0.0,3715.93,True,False,none
PR004068,EMP0256,2026-05-15,5330.46,799.57,319.83,330.49,77.29,0.0,0.0,0.0,0.0,3803.28,True,False,none
PR004069,EMP0256,2026-05-31,5252.04,787.81,315.12,325.63,76.15,0.0,0.0,0.0,0.0,3747.33,True,False,none
PR004070,EMP0256,2026-06-15,5156.98,773.55,309.42,319.73,74.78,0.0,0.0,0.0,0.0,3679.5,True,False,none
PR004071,EMP0256,2026-06-30,5369.54,805.43,322.17,332.91,77.86,0.0,0.0,0.0,0.0,3831.17,True,False,none
PR004072,EMP0256,2026-07-15,5273.52,791.03,316.41,326.96,76.47,0.0,0.0,0.0,0.0,3762.65,True,False,none
PR004073,EMP0256,2026-07-31,5360.12,804.02,321.61,332.33,77.72,0.0,0.0,0.0,0.0,3824.44,True,False,none
PR004074,EMP0256,2026-08-15,5194.83,779.22,311.69,322.08,75.33,0.0,0.0,0.0,0.0,3706.51,True,True,duplicate_deduction
PR004075,EMP0256,2026-08-31,5084.51,762.68,305.07,315.24,73.73,0.0,0.0,0.0,0.0,3627.79,True,False,none
PR004076,EMP0257,2026-03-29,2696.49,404.47,107.86,167.18,39.1,16.18,72.81,0.0,0.0,1977.88,True,False,none
PR004077,EMP0257,2026-04-05,2845.57,426.84,113.82,176.43,41.26,17.07,76.83,0.0,0.0,2087.22,True,False,none
PR004078,EMP0257,2026-04-12,2711.65,406.75,108.47,168.12,39.32,8.75,73.21,0.0,0.0,1988.99,True,False,none
PR004079,EMP0257,2026-04-19,2751.84,412.78,110.07,170.61,39.9,0.0,20.15,0.0,0.0,2018.48,True,False,none
PR004080,EMP0257,2026-04-26,2802.7,420.4,112.11,173.77,40.64,0.0,0.0,0.0,0.0,2055.78,True,False,none
PR004081,EMP0257,2026-05-03,2809.77,421.47,112.39,174.21,40.74,0.0,0.0,0.0,0.0,2060.96,True,False,none
PR004082,EMP0257,2026-05-10,2817.78,422.67,112.71,174.7,40.86,0.0,0.0,0.0,0.0,2066.84,True,False,none
PR004083,EMP0257,2026-05-17,2721.61,408.24,108.86,168.74,39.46,0.0,0.0,0.0,0.0,1996.31,True,False,none
PR004084,EMP0257,2026-05-24,2768.88,415.33,110.76,171.67,40.15,0.0,0.0,0.0,0.0,2030.97,True,False,none
PR004085,EMP0257,2026-05-31,2821.46,423.22,112.86,174.93,40.91,0.0,0.0,0.0,0.0,2069.54,True,False,none
PR004086,EMP0257,2026-06-07,2899.54,434.93,115.98,179.77,42.04,0.0,0.0,0.0,0.0,2126.82,True,False,none
PR004087,EMP0257,2026-06-14,2845.91,426.89,113.84,176.45,41.27,0.0,0.0,0.0,0.0,2087.46,True,False,none
PR004088,EMP0257,2026-06-21,2889.08,433.36,115.56,179.12,41.89,0.0,0.0,0.0,0.0,2119.15,True,False,none
PR004089,EMP0257,2026-06-28,2853.57,428.04,114.14,176.92,41.38,0.0,0.0,0.0,0.0,2093.09,True,False,none
PR004090,EMP0257,2026-07-05,2815.82,422.37,112.63,174.58,40.83,0.0,0.0,0.0,0.0,2065.41,True,False,none
PR004091,EMP0257,2026-07-12,2727.31,409.1,109.09,169.09,39.55,0.0,0.0,0.0,0.0,2000.48,True,False,none
PR004092,EMP0257,2026-07-19,2832.42,424.86,113.3,175.61,41.07,0.0,0.0,0.0,0.0,2077.58,True,False,none
PR004093,EMP0257,2026-07-26,2822.83,423.42,112.91,175.02,40.93,0.0,0.0,0.0,0.0,2070.55,True,False,none
PR004094,EMP0257,2026-08-02,2818.2,422.73,112.73,174.73,40.86,0.0,0.0,0.0,0.0,2067.15,True,False,none
PR004095,EMP0257,2026-08-09,2793.25,418.99,111.73,173.18,40.5,0.0,0.0,0.0,0.0,2048.85,True,False,none
PR004096,EMP0257,2026-08-16,2801.85,420.28,112.07,173.71,40.63,0.0,0.0,0.0,0.0,2055.16,True,False,none
PR004097,EMP0257,2026-08-23,2758.85,413.83,110.35,171.05,40.0,0.0,0.0,0.0,0.0,2023.62,True,False,none
PR004098,EMP0257,2026-08-30,2799.78,419.97,111.99,173.59,40.6,0.0,0.0,0.0,0.0,2053.63,True,False,none
PR004099,EMP0257,2026-09-06,2728.54,409.28,109.14,169.17,39.56,0.0,0.0,0.0,0.0,2001.39,True,False,none
PR004100,EMP0257,2026-09-13,2863.08,429.46,114.52,177.51,41.51,0.0,0.0,0.0,0.0,2100.08,True,False,none
PR004101,EMP0258,2026-03-29,1489.15,223.37,74.46,92.33,21.59,8.93,40.21,84.88,0.0,992.52,True,True,wage_base_cap_error
PR004102,EMP0258,2026-04-05,1476.95,221.54,73.85,91.57,21.42,8.86,39.88,84.19,0.0,984.38,True,False,none
PR004103,EMP0258,2026-04-12,1519.44,227.92,75.97,94.21,22.03,9.12,41.02,86.61,0.0,1012.7,True,False,none
PR004104,EMP0258,2026-04-19,1546.3,231.94,77.31,95.87,22.42,9.28,41.75,88.14,0.0,1030.62,True,False,none
PR004105,EMP0258,2026-04-26,1519.62,227.94,75.98,94.22,22.03,5.81,41.03,86.62,0.0,1012.83,True,False,none
PR004106,EMP0258,2026-05-03,1500.15,225.02,75.01,93.01,21.75,0.0,39.11,85.51,0.0,999.85,True,False,none
PR004107,EMP0258,2026-05-10,1534.19,230.13,76.71,95.12,22.25,0.0,0.0,87.45,0.0,1022.53,True,False,none
PR004108,EMP0258,2026-05-17,1508.65,226.3,75.43,93.54,21.88,0.0,0.0,85.99,0.0,1005.51,True,False,none
PR004109,EMP0258,2026-05-24,1579.52,236.93,78.98,97.93,22.9,0.0,0.0,90.03,0.0,1052.75,True,False,none
PR004110,EMP0258,2026-05-31,1578.28,236.74,78.91,97.85,22.89,0.0,0.0,89.96,0.0,1051.93,True,False,none
PR004111,EMP0258,2026-06-07,1527.44,229.12,76.37,94.7,22.15,0.0,0.0,87.06,0.0,1018.04,True,False,none
PR004112,EMP0258,2026-06-14,1506.34,225.95,75.32,93.39,21.84,0.0,0.0,85.86,0.0,1003.98,True,False,none
PR004113,EMP0258,2026-06-21,1555.84,233.38,77.79,96.46,22.56,0.0,0.0,88.68,0.0,1036.97,True,False,none
PR004114,EMP0258,2026-06-28,1471.11,220.67,73.56,91.21,21.33,0.0,0.0,83.85,0.0,980.49,True,False,none
PR004115,EMP0258,2026-07-05,1524.1,228.61,76.2,94.49,22.1,0.0,0.0,86.87,0.0,1015.83,True,False,none
PR004116,EMP0258,2026-07-12,1507.36,226.1,75.37,93.46,21.86,0.0,0.0,85.92,0.0,1004.65,True,False,none
PR004117,EMP0258,2026-07-19,1578.02,236.7,78.9,97.84,22.88,0.0,0.0,89.95,0.0,1051.75,True,False,none
PR004118,EMP0258,2026-07-26,1468.13,220.22,73.41,91.02,21.29,0.0,0.0,83.68,0.0,978.51,True,False,none
PR004119,EMP0258,2026-08-02,1533.54,230.03,76.68,95.08,22.24,0.0,0.0,87.41,0.0,1022.1,True,False,none
PR004120,EMP0258,2026-08-09,1556.27,233.44,77.81,96.49,22.57,0.0,0.0,88.71,0.0,1037.25,True,False,none
PR004121,EMP0258,2026-08-16,1525.34,228.8,76.27,94.57,22.12,0.0,0.0,0.0,0.0,1016.64,True,True,missing_401k
PR004122,EMP0258,2026-08-23,1477.0,221.55,73.85,91.57,21.42,0.0,0.0,84.19,0.0,984.42,True,False,none
PR004123,EMP0258,2026-08-30,1584.31,237.65,79.22,98.23,22.97,0.0,0.0,90.31,0.0,1055.93,True,False,none
PR004124,EMP0258,2026-09-06,1529.33,229.4,76.47,94.82,22.18,0.0,0.0,87.17,0.0,1019.29,True,False,none
PR004125,EMP0258,2026-09-13,1540.97,231.15,77.05,95.54,22.34,0.0,0.0,87.84,0.0,1027.05,True,False,none
PR004126,EMP0259,2026-03-31,4933.71,740.06,0.0,305.89,71.54,29.6,133.21,266.42,0.0,3549.8,True,False,none
PR004127,EMP0259,2026-04-15,5032.25,754.84,0.0,312.0,72.97,12.4,109.79,271.74,0.0,3620.7,True,False,none
PR004128,EMP0259,2026-04-30,5010.56,751.58,0.0,310.65,72.65,0.0,0.0,270.57,0.0,3605.11,True,False,none
PR004129,EMP0259,2026-05-15,4869.17,730.38,0.0,301.89,70.6,0.0,0.0,262.94,0.0,3503.36,True,False,none
PR004130,EMP0259,2026-05-31,4881.65,732.25,0.0,302.66,70.78,0.0,0.0,263.61,0.0,3512.35,True,False,none
PR004131,EMP0259,2026-06-15,5173.52,776.03,0.0,320.76,75.02,0.0,0.0,279.37,0.0,3722.34,False,True,late_journal_posting
PR004132,EMP0259,2026-06-30,4934.99,740.25,0.0,305.97,71.56,0.0,0.0,266.49,0.0,3550.72,True,False,none
PR004133,EMP0259,2026-07-15,4917.09,737.56,0.0,304.86,71.3,0.0,0.0,265.52,0.0,3537.85,True,False,none
PR004134,EMP0259,2026-07-31,5040.79,756.12,0.0,312.53,73.09,0.0,0.0,272.2,0.0,3626.85,True,False,none
PR004135,EMP0259,2026-08-15,5146.09,771.91,0.0,319.06,74.62,0.0,0.0,277.89,0.0,3702.61,True,False,none
PR004136,EMP0259,2026-08-31,4864.0,729.6,0.0,301.57,70.53,0.0,0.0,262.66,0.0,3499.64,True,False,none
PR004137,EMP0260,2026-03-29,2680.58,402.09,0.0,166.2,38.87,16.08,72.38,0.0,0.0,2073.42,True,False,none
PR004138,EMP0260,2026-04-05,2584.01,387.6,0.0,160.21,37.47,15.5,69.77,0.0,0.0,1998.73,True,False,none
PR004139,EMP0260,2026-04-12,2566.55,384.98,0.0,159.13,37.21,10.41,69.3,0.0,0.0,1985.23,True,False,none
PR004140,EMP0260,2026-04-19,2569.98,385.5,0.0,159.34,37.26,0.0,31.56,0.0,0.0,1987.88,True,False,none
PR004141,EMP0260,2026-04-26,2734.89,410.23,0.0,169.56,39.66,0.0,0.0,0.0,0.0,2115.44,True,False,none
PR004142,EMP0260,2026-05-03,2583.75,387.56,0.0,160.19,37.46,0.0,0.0,0.0,0.0,1998.54,True,False,none
PR004143,EMP0260,2026-05-10,2568.38,385.26,0.0,159.24,37.24,0.0,0.0,0.0,0.0,1986.64,True,False,none
PR004144,EMP0260,2026-05-17,2651.27,397.69,0.0,164.38,38.44,0.0,0.0,0.0,0.0,2050.76,True,False,none
PR004145,EMP0260,2026-05-24,2736.97,410.55,0.0,169.69,39.69,0.0,0.0,0.0,0.0,2117.04,True,False,none
PR004146,EMP0260,2026-05-31,2614.23,392.13,0.0,162.08,37.91,0.0,0.0,0.0,0.0,2022.11,True,False,none
PR004147,EMP0260,2026-06-07,2647.85,397.18,0.0,164.17,38.39,0.0,0.0,0.0,0.0,2048.11,True,False,none
PR004148,EMP0260,2026-06-14,2567.28,385.09,0.0,159.17,37.23,0.0,0.0,0.0,0.0,1985.79,True,False,none
PR004149,EMP0260,2026-06-21,2653.63,398.04,0.0,164.53,38.48,0.0,0.0,0.0,0.0,2052.58,True,False,none
PR004150,EMP0260,2026-06-28,2680.75,402.11,0.0,166.21,38.87,0.0,0.0,0.0,0.0,2073.56,True,False,none
PR004151,EMP0260,2026-07-05,2679.34,401.9,0.0,166.12,38.85,0.0,0.0,0.0,0.0,2072.47,True,False,none
PR004152,EMP0260,2026-07-12,2629.01,394.35,0.0,163.0,38.12,0.0,0.0,0.0,0.0,2033.54,True,False,none
PR004153,EMP0260,2026-07-19,2625.44,393.82,0.0,162.78,38.07,0.0,0.0,0.0,0.0,2030.77,True,False,none
PR004154,EMP0260,2026-07-26,2581.35,387.2,0.0,160.04,37.43,0.0,0.0,0.0,0.0,1996.68,True,False,none
PR004155,EMP0260,2026-08-02,2636.26,395.44,0.0,163.45,38.23,0.0,0.0,0.0,0.0,2039.14,True,False,none
PR004156,EMP0260,2026-08-09,2579.85,386.98,0.0,159.95,37.41,0.0,0.0,0.0,0.0,1995.51,True,False,none
PR004157,EMP0260,2026-08-16,2720.63,408.09,0.0,168.68,39.45,0.0,0.0,0.0,0.0,2104.41,True,False,none
PR004158,EMP0260,2026-08-23,2762.77,414.42,0.0,171.29,40.06,0.0,0.0,0.0,0.0,2137.0,True,False,none
PR004159,EMP0260,2026-08-30,2763.58,414.54,0.0,171.34,40.07,0.0,0.0,0.0,0.0,2137.63,True,False,none
PR004160,EMP0260,2026-09-06,2741.42,411.21,0.0,169.97,39.75,0.0,0.0,0.0,0.0,2120.49,True,False,none
PR004161,EMP0260,2026-09-13,2685.64,402.85,0.0,166.51,38.94,0.0,0.0,0.0,0.0,2077.34,True,False,none
PR004162,EMP0261,2026-03-29,2545.45,381.82,0.0,157.82,36.91,15.27,68.73,160.36,0.0,1808.54,True,False,none
PR004163,EMP0261,2026-04-05,2462.96,369.44,0.0,152.7,35.71,14.78,66.5,155.17,0.0,1749.94,True,False,none
PR004164,EMP0261,2026-04-12,2531.54,379.73,0.0,156.96,36.71,11.95,68.35,159.49,0.0,1798.65,True,False,none
PR004165,EMP0261,2026-04-19,2496.79,374.52,0.0,154.8,36.2,0.0,39.42,157.3,0.0,1773.97,True,False,none
PR004166,EMP0261,2026-04-26,2502.02,375.3,0.0,155.13,36.28,0.0,0.0,157.63,0.0,1777.68,True,False,none
PR004167,EMP0261,2026-05-03,2556.75,383.51,0.0,158.52,37.07,0.0,0.0,161.08,0.0,1816.57,True,False,none
PR004168,EMP0261,2026-05-10,2462.31,369.35,0.0,152.66,35.7,0.0,0.0,155.13,0.0,1749.47,True,False,none
PR004169,EMP0261,2026-05-17,2469.48,370.42,0.0,153.11,35.81,0.0,0.0,155.58,0.0,1754.56,True,False,none
PR004170,EMP0261,2026-05-24,2589.86,388.48,0.0,160.57,37.55,0.0,0.0,163.16,0.0,1840.1,True,False,none
PR004171,EMP0261,2026-05-31,2417.52,362.63,0.0,149.89,35.05,0.0,0.0,152.3,0.0,1717.65,True,False,none
PR004172,EMP0261,2026-06-07,2502.74,375.41,0.0,155.17,36.29,0.0,0.0,157.67,0.0,1778.2,True,False,none
PR004173,EMP0261,2026-06-14,2587.51,388.13,0.0,160.43,37.52,0.0,0.0,163.01,0.0,1838.42,True,True,wage_base_cap_error
PR004174,EMP0261,2026-06-21,2527.49,379.12,0.0,156.7,36.65,0.0,0.0,159.23,0.0,1795.79,True,False,none
PR004175,EMP0261,2026-06-28,2514.8,377.22,0.0,155.92,36.46,0.0,0.0,158.43,0.0,1786.77,True,False,none
PR004176,EMP0261,2026-07-05,2455.92,368.39,0.0,152.27,35.61,0.0,0.0,154.72,0.0,1744.93,True,False,none
PR004177,EMP0261,2026-07-12,2474.49,371.17,0.0,153.42,35.88,0.0,0.0,155.89,0.0,1758.13,True,False,none
PR004178,EMP0261,2026-07-19,2575.46,386.32,0.0,159.68,37.34,0.0,0.0,162.25,0.0,1829.87,True,False,none
PR004179,EMP0261,2026-07-26,2517.34,377.6,0.0,156.08,36.5,0.0,0.0,158.59,0.0,1788.57,True,False,none
PR004180,EMP0261,2026-08-02,2508.52,376.28,0.0,155.53,36.37,0.0,0.0,158.04,0.0,1782.3,True,False,none
PR004181,EMP0261,2026-08-09,2426.12,363.92,0.0,150.42,35.18,0.0,0.0,152.85,0.0,1723.75,True,False,none
PR004182,EMP0261,2026-08-16,2409.54,361.43,0.0,149.39,34.94,0.0,0.0,151.8,0.0,1711.98,True,False,none
PR004183,EMP0261,2026-08-23,2597.61,389.64,0.0,161.05,37.67,0.0,0.0,163.65,0.0,1845.6,True,False,none
PR004184,EMP0261,2026-08-30,2481.18,372.18,0.0,153.83,35.98,0.0,0.0,156.31,0.0,1762.88,True,False,none
PR004185,EMP0261,2026-09-06,2526.07,378.91,0.0,156.62,36.63,0.0,0.0,159.14,0.0,1794.77,True,False,none
PR004186,EMP0261,2026-09-13,2422.18,363.33,0.0,150.18,35.12,0.0,0.0,152.6,0.0,1720.95,True,False,none
PR004187,EMP0262,2026-04-05,4604.95,690.74,0.0,285.51,66.77,27.63,124.33,437.47,0.0,3124.46,True,False,none
PR004188,EMP0262,2026-04-19,4694.63,704.19,0.0,291.07,68.07,14.37,118.67,445.99,0.0,3185.31,True,False,none
PR004189,EMP0262,2026-05-03,4566.32,684.95,0.0,283.11,66.21,0.0,0.0,433.8,0.0,3098.25,True,True,tax_miscalculation
PR004190,EMP0262,2026-05-17,4404.69,660.7,0.0,273.09,63.87,0.0,0.0,418.45,0.0,2988.58,True,False,none
PR004191,EMP0262,2026-05-31,4568.49,685.27,0.0,283.25,66.24,0.0,0.0,434.01,0.0,3099.72,True,False,none
PR004192,EMP0262,2026-06-14,4634.87,695.23,0.0,287.36,67.21,0.0,0.0,440.31,0.0,3144.76,True,False,none
PR004193,EMP0262,2026-06-28,4505.47,675.82,0.0,279.34,65.33,0.0,0.0,428.02,0.0,3056.96,True,False,none
PR004194,EMP0262,2026-07-12,4675.68,701.35,0.0,289.89,67.8,0.0,0.0,444.19,0.0,3172.45,True,False,none
PR004195,EMP0262,2026-07-26,4592.57,688.89,0.0,284.74,66.59,0.0,0.0,436.29,0.0,3116.06,True,False,none
PR004196,EMP0262,2026-08-09,4682.66,702.4,0.0,290.32,67.9,0.0,0.0,444.85,0.0,3177.19,True,False,none
PR004197,EMP0262,2026-08-23,4583.52,687.53,0.0,284.18,66.46,0.0,0.0,435.43,0.0,3109.92,True,False,none
PR004198,EMP0262,2026-09-06,4406.55,660.98,0.0,273.21,63.89,0.0,0.0,418.62,0.0,2989.85,True,False,none
PR004199,EMP0263,2026-03-31,1809.37,271.41,0.0,112.18,26.24,10.86,48.85,0.0,0.0,1399.54,True,False,none
PR004200,EMP0263,2026-04-15,1793.67,269.05,0.0,111.21,26.01,10.76,48.43,0.0,0.0,1387.4,True,False,none
PR004201,EMP0263,2026-04-30,1896.55,284.48,0.0,117.59,27.5,11.38,51.21,0.0,0.0,1466.98,True,False,none
PR004202,EMP0263,2026-05-15,1874.95,281.24,0.0,116.25,27.19,9.0,50.62,0.0,0.0,1450.27,True,False,none
PR004203,EMP0263,2026-05-31,1862.73,279.41,0.0,115.49,27.01,0.0,43.89,0.0,0.0,1440.82,True,False,none
PR004204,EMP0263,2026-06-15,1808.1,271.21,0.0,112.1,26.22,0.0,0.0,0.0,0.0,1398.57,True,False,none
PR004205,EMP0263,2026-06-30,1791.09,268.66,0.0,111.05,25.97,0.0,0.0,0.0,0.0,1385.41,True,False,none
PR004206,EMP0263,2026-07-15,1874.38,281.16,0.0,116.21,27.18,0.0,0.0,0.0,0.0,1449.83,True,False,none
PR004207,EMP0263,2026-07-31,1833.3,275.0,0.0,113.66,26.58,0.0,0.0,0.0,0.0,1418.06,True,False,none
PR004208,EMP0263,2026-08-15,1797.16,269.57,0.0,111.42,26.06,0.0,0.0,0.0,0.0,1390.11,True,False,none
PR004209,EMP0263,2026-08-31,1854.03,278.1,0.0,114.95,26.88,0.0,0.0,0.0,0.0,1434.1,True,False,none
PR004210,EMP0264,2026-04-05,5015.43,752.31,0.0,310.96,72.72,30.09,135.42,0.0,0.0,3879.44,True,False,none
PR004211,EMP0264,2026-04-19,5133.27,769.99,0.0,318.26,74.43,11.91,107.58,0.0,0.0,3970.59,True,False,none
PR004212,EMP0264,2026-05-03,5191.97,778.8,0.0,321.9,75.28,0.0,0.0,0.0,0.0,4015.99,True,False,none
PR004213,EMP0264,2026-05-17,5059.8,758.97,0.0,313.71,73.37,0.0,0.0,0.0,0.0,3913.75,True,False,none
PR004214,EMP0264,2026-05-31,5404.75,810.71,0.0,335.09,78.37,0.0,0.0,0.0,0.0,4180.58,True,False,none
PR004215,EMP0264,2026-06-14,5085.01,762.75,0.0,315.27,73.73,0.0,0.0,0.0,0.0,3933.26,True,False,none
PR004216,EMP0264,2026-06-28,5052.54,757.88,0.0,313.26,73.26,0.0,0.0,0.0,0.0,3908.14,True,False,none
PR004217,EMP0264,2026-07-12,5082.71,762.41,0.0,315.13,73.7,0.0,0.0,0.0,0.0,3931.47,True,False,none
PR004218,EMP0264,2026-07-26,5315.86,797.38,0.0,329.58,77.08,0.0,0.0,0.0,0.0,4111.82,True,False,none
PR004219,EMP0264,2026-08-09,5174.23,776.13,0.0,320.8,75.03,0.0,0.0,0.0,0.0,4002.27,True,False,none
PR004220,EMP0264,2026-08-23,5231.91,784.79,0.0,324.38,75.86,0.0,0.0,0.0,0.0,4046.88,True,False,none
PR004221,EMP0264,2026-09-06,5007.46,751.12,0.0,310.46,72.61,0.0,0.0,0.0,0.0,3873.27,True,False,none
PR004222,EMP0265,2026-03-31,3611.09,541.66,180.55,223.89,52.36,21.67,97.5,371.94,0.0,2240.69,True,False,none
PR004223,EMP0265,2026-04-15,3733.26,559.99,186.66,231.46,54.13,20.33,100.8,384.53,0.0,2316.49,True,False,none
PR004224,EMP0265,2026-04-30,3843.39,576.51,192.17,238.29,55.73,0.0,44.7,395.87,0.0,2384.82,True,False,none
PR004225,EMP0265,2026-05-15,3863.76,579.56,193.19,239.55,56.02,0.0,0.0,397.97,0.0,2397.47,True,False,none
PR004226,EMP0265,2026-05-31,3626.61,543.99,181.33,224.85,52.59,0.0,0.0,373.54,0.0,2250.31,True,False,none
PR004227,EMP0265,2026-06-15,3760.75,564.11,188.04,233.17,54.53,0.0,0.0,387.36,0.0,2333.54,True,False,none
PR004228,EMP0265,2026-06-30,3872.07,580.81,193.6,240.07,56.15,0.0,0.0,398.82,0.0,2402.62,True,False,none
PR004229,EMP0265,2026-07-15,3716.08,557.41,185.8,230.4,53.88,0.0,0.0,382.76,0.0,2305.83,True,False,none
PR004230,EMP0265,2026-07-31,3847.23,577.08,192.36,238.53,55.78,0.0,0.0,396.26,0.0,2387.22,True,False,none
PR004231,EMP0265,2026-08-15,3640.57,546.09,182.03,225.72,52.79,0.0,0.0,374.98,0.0,2258.96,True,False,none
PR004232,EMP0265,2026-08-31,3878.66,581.8,193.93,240.48,56.24,0.0,0.0,399.5,0.0,2406.71,True,False,none
PR004233,EMP0266,2026-03-29,1350.35,202.55,0.0,83.72,19.58,8.1,36.46,0.0,0.0,1044.5,True,False,none
PR004234,EMP0266,2026-04-05,1370.27,205.54,0.0,84.96,19.87,8.22,37.0,0.0,0.0,1059.9,True,False,none
